company_name,founded,city,industry,about,founders,investor,amount,series
Superbottoms,2015.0,Mumbai,Consumer goods,Superbottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Pallavi utagi,Alteria capital,400000,
Cloudfiles,2020.0,Bangalore,Saas startup,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh singhal, ankit gupta, siddharth garg",Titan capital,300000,Pre-seed
Superk,2019.0,"Small towns, andhra pradesh",Retail,Superk is a full-stack solution to empower small format retail stores in india.,Neeraj menta,Strive vc,"800,000",Seed
Superops.ai,2020.0,Chennai,Ai startup,Superops.ai is an early stage startup in the msp space.,"Arvind parthiban, jayakumar karumbasalam","Ramakant sharma, elevation capital","3,000,000",Seed
Supertails,2021.0,Bangalore,Pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet khanna, varun sadana, aman tekriwal","Saama capital, dsg consumer partners",2600000,Pre-series a
Supertails,2021.0,Bangalore,Consumer services,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet khanna, varun sadana, aman tekriwal",Alteria capital,700000,
Superzop,2016.0,Mumbai,Retail,Superzop is india's first and only vernacular b2b grocery e-commerce platform that is transforming the unorganized retail sector.,"Raghuveer allada, prithwi singh, darshan krishnamurthy",Incofin’s india progress fund,4000000,Series a
Supply6,2018.0,Bangalore,Helathcare,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul jacob, vaibhav bhandari","Rohit goutamchand, india cxo fund","100,000",Seed
Supplynote,2015.0,Noida,Food & beverages,"Supplynote is cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.","Kushang, abhishek verma, nitin prakash, harshit mittal",Venture catalysts,1200000,Pre-series a
Apnaklub,2020.0,Bangalore,E-commerce,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Shruti, manish kumar","Blume ventures, whiteboard capital",undisclosed,Pre-series a
Ola electric,2017.0,Bangalore,Automotive,Sustainability for the future.,Bhavish aggarwal,"Falcon edge, softbank",200000000,
Ef polymer,2018.0,Rajsamand,Agritech,Sustainable agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,Narayan lal gurjar,Mtg ventures,"200,000",
Svasti microfinance,2008.0,Mumbai,Fintech,Svasti works with urban slum dwellers women microentrepreneurs.,"Arunkumar padmanabhan, narayanan subramaniam","Kayenne ventures, nordic microfinance initiative","4,000,000",
Swajal,2015.0,Gurugram,Water purification,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Advait kumar, vibha tripathi","Rajasthan venture capital fund, acpl exports","1,600,000",Pre-series a
Swiflearn,2019.0,Gurugram,Edtech,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,"Abhinav agarwal, anand bakode","Venture highway, stellaris venture partners",3000000,Pre-series a
Swiggy,2014.0,Bangalore,Food delivery,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,"Nandan reddy, rahul jaimini, sriharsha majety","Carmignac, falcon edge capital","800,000,000",
Syook,2016.0,Bangalore,Industrial automation,Syook is building the next generation enterprise iot platform.,"Saurabh sharma, aman agarwal, arjun nagarajan","Inflection point ventures, ongc",1000000,Series a
Tablt,2018.0,Kolkata,Healthcare,Tablt [previously sabse sasta dukaan] is one of india's most trusted online pharmacy dealing in medicines and other healthcare products.,Anish agarwal,Siti cable,3000000,Seies a
Tagz foods,2019.0,Bangalore,Food,Tagz foods is a supplier of snacks and food products.,"Anish basu roy, sagar bhalotia",Venture catalysts,"500,000",Pre-series a
Taikee,2010.0,Mumbai,E-commerce,"Taikee is the iso-certified, b2b e-commerce platform of peel-works, enabling better lives for corner stores.","Nidhi ramachandran, sachin chhabra",,"1,000,000",
Tamasha,2020.0,Mumbai,Entertainment,"Tamasha, the next-generation interactive entertainment platform.","Saurabh gupta, siddharth swarnkar",Chiratae ventures,3000000,Pre-series a
Tartansense,2015.0,Bangalore,Information technology,Tartansense unlocks value for small farm holders by working at the intersection of robotics and ai assisted computer vision.,Jaisimha rao,"Fmc, omnivore, blume ventures",5000000,Series a
Tartansense,2015.0,Bangalore,Information technology,Tartansense unlocks value for small farm holders by working at the intersection of robotics and ai assisted computer vision.,Jaisimha rao,"Fmc, omnivore, blume ventures",5000000,
Curefit,2016.0,Bangalore,"Health, wellness & fitness",Tata digital-backed curefit,"Mukesh bansal, ankit",Zomato,145000000,
Teachmint,2020.0,Bangalore,Edtech,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,"Mihir gupta, payoj jain, divyansh bordia, anshuman kumar",Learn capital,20000000,Pre-series b
Teachmint,2020.0,Bangalore,E-learning,Teachmint is an education infrastructure provider and india’s largest teaching platform.,"Divyansh bordia, mihir gupta","Rocketship.vc, vulcan capital",78000000,Series b
Teachmint,2020.0,Bangalore,Edtech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman kumar, divyansh bordia, mihir gupta, payoj jain","Lightspeed india partners, cm ventures","16,500,000",Series a
Homelane,2014.0,Bangalore,Interior design,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",Srikanth iyer,"Iifl amc, oman india joint investment fund",50000000,Series e
Tekie,2017.0,Gurugram,Edtech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand verma, naman mukund","Gsv, multiply ventures","1,500,000",Seed
Tendercuts,2011.0,Chennai,Food industry,"Tendercuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",Nishanth chandran,"Paragon partners, nabventures","15,000,000",
Tessolve,1993.0,Bangalore,Electronics,"Tessolve semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.","P raja manickam, srinivas chinamilli, veerappan v",Novo tellus capital,"40,000,000",
Thatmate,2019.0,Satara,Healthcare,Thatmate is a sexual and mental wellness app for teens.,Nishant neeraj,"Supriya kumari, premanshu singh","140,000",
Celcius,2020.0,Mumbai,Logistics,The “online” cold chain network for reefer trucks and cold storage facilities.,"Swarup bose, rajneesh raman, arbind jain",Eaglewings ventures,Undisclosed,Seed
Waterscience,2014.0,Bangalore,D2c startup,The aim of making good water affordable and accessible.,Sudeep n,,undisclosed,
The ayurveda co,2021.0,Gurugram,Consumer goods,The ayurveda co. represents things that are all ayurvedic at heart and are suited for the contemporary landscape.,"Param bhargava, shreedha singh","Getvantage, velocity, shiprocket capital",undisclosed,
Spry,2021.0,Mumbai,Music,The best royalty-free music to create trending videos,"Gaurav dagaonkar, meghna mittal","9unicorns, ashneer grover",1500000,Seed
Flocareer,2018.0,Bangalore,Information services,"The best skills validation platform that provides ""interview as-a-service""?.","Mohit jain,  mehul bhatt",Data point capital,5700000,Series a
R for rabbit,2014.0,Ahmedabad,Consumer goods,The concept of r for rabbit was conceived after the founder of the company was blessed with a baby.,Kunal popat,Xponentia capital partners,5000000,
Verse innovation,2018.0,Bangalore,Media,"The core of the company (verse innovation), is the idea that technology can help bridge the digital divide.",Umang bedi,"Siguler guff, baillie gifford",450000000,
Hashnode,2016.0,Bangalore,Computer software,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Syed fazle rahman, sandeep panda","Salesforce ventures, sierra ventures, sequoia capital india’s surge",6700000,Series a
Oto capital,2018.0,Mumbai,Fintech,The future of vehicle ownership!,"Harsh saruparia, sumit chhazed",Matrix partners india,6000000,
The gourmet jar,2012.0,Noida,Food & beverages,"The gourmet jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",Apeksha jain,Devx venture fund,150000,
Insurance samadhan,2018.0,New delhi,Insurance,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,Deepak bhuvenshwari uniyal,"9unicorns, znl",725000,Pre-series a
Leegality,2016.0,Gurugram,It company,"The market standard for esign, estamp and document workflow in india. eliminating paper from paperwork since 2016",Shivam singla,"Iifl, mumbai angels",undisclosed,Pre-series a
The money club,2016.0,Noida,Financial services,The money club is a mobile platform for peer to peer chit funds.,"Manuraj jain, surajit ra","Sosv, venture catalysts",1700000,Pre-series a
Adda247,2016.0,Gurugram,E-learning,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of tier ii, tier iii including online courses for  competitive exams","Anil nagar, saurabh bansal",Westbridge capital,20000000,Series b
Dealshare,2018.0,Bangalore,Retail,The next generation disruptive (social) e-commerce product for the masses.,"Rajat shikhar, vineet rao, sourjyendu medda",Tiger global,144000000,
Hypto,2018.0,Chennai,Tech startup,The next generation of web services that democratize access to finance for developers and businesses.,"Abhishek rajagopal, aravind sriraman, tholkappiyan velavan",Stellaris venture partners,3000000,Seed
Wobb,2020.0,Gurugram,Marketing,The platform for marketers to find and work with influencers,Ishan jindal,"Alok kohli, sanjeev bhargava",200000,Pre-seed
Instoried,2018.0,Bangalore,Computer software,"The platform helps content writers in e-commerce, news, fmcg, and other verticals to optimize emotions in their marketing content.",Sharmin ali,"Pritt investment partners, 9unicorns",8000000,
The switch fix,2019.0,Gurugram,Healthcare,The switch fix is a plant-based clean and conscious personal care brand for young urbans.,"Abhishek kumar, rhea shukla","Venture catalysts, 9unicorns",undisclosed,Seed
Wiingy,2021.0,Bangalore,E-learning,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,Asit biswal,Aroa ventures,400000,
Doola,2020.0,New york,Company-as-a-service,The ultimate one-stop-shop™? to help us and non-us founders to turn an idea into their dream us business,"Arjun mahadevan, jp pincheira",Nexus venture partners,3000000,
Bharatpe,2018.0,New delhi,Fintech,The vision to make financial inclusion a reality for indian merchants.,"Ashneer grover, shashvat nakrani","Iifl wealth, asset management, northern arc capital",20000000,Debt
Marquee equity,2016.0,Mumbai,Fintech,The world's #1 fundraising service - investor meetings + deal documents - globally,Ash narain,"Capital one, arrowroot capital","3,800,000",
Expertrons,2019.0,Mumbai,Edtech,The world's largest ai videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin solank, vivek gupta","Venture catalysts, auxano capital, venture garage, yoga capital, ah!ventures, lead angels",2300000,
Expertrons,2019.0,Mumbai,E-learning,The world's largest ai videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin solanki, vivek gupta","Kunal shah, anant maheshwari",undisclosed,
Thingsup,2020.0,Pune,Iot platform,Thingsup is an enterprise grade iot platform.,"Akshay ghadage, pranav naiknavare",Gsf accelerator,"1,000,000",
Tickertape,2019.0,Bangalore,Financial services,"Tickertape provides data, information & content for indian stocks, etfs & indices",Ujjwal ankur,Smallcase,5000000,
Toch.ai,2016.0,Mumbai,Saas,"Toch is an ai-driven platform that helps broadcasters, ott platforms, media platforms, and creators to revolutionize videos.","Vinayak shrivastav, saket dandotia, alok patil",,11000000,Series a
Toothsi,2018.0,Mumbai,Healthcare,Toothsi is a new age startup in the dental space providing smile correction services at home.,"Dr arpi mehta, dr pravin shetty, dr manjul jain, dr anirudh kale",Think investments,"5,000,000",Series a
